Brand,SKU10,DemandCustomer,Year,Quarter,Month_No,Week_No,Sales,W_Nielsen
ARW,62338-99058,ALL OTHERS - US,2020,2,4,17,0,0
ARW,62338-99058,ALL OTHERS - US,2020,2,5,18,0,0
ARW,62338-99058,ALL OTHERS - US,2020,2,5,19,0,0
ARW,62338-99058,ALL OTHERS - US,2020,2,5,20,0,0
ARW,62338-99058,ALL OTHERS - US,2020,2,5,21,0,0
ARW,62338-99058,ALL OTHERS - US,2020,2,6,22,0,0
ARW,62338-99058,ALL OTHERS - US,2020,2,6,23,0,0
ARW,62338-99058,ALL OTHERS - US,2020,2,6,24,0,0
ARW,62338-99058,ALL OTHERS - US,2020,2,6,25,0,0
ARW,62338-99058,ALL OTHERS - US,2020,2,6,26,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,7,27,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,7,28,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,7,29,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,7,30,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,8,31,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,8,32,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,8,33,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,8,34,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,9,35,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,9,36,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,9,37,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,9,38,0,0
ARW,62338-99058,ALL OTHERS - US,2020,3,9,39,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,10,40,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,10,41,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,10,42,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,10,43,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,11,44,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,11,45,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,11,46,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,11,47,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,12,48,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,12,49,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,12,50,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,12,51,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,12,52,0,0
ARW,62338-99058,ALL OTHERS - US,2020,4,12,53,0,0
ARW,62338-91101,AMAZON,2015,1,1,1,0,0
ARW,62338-91101,AMAZON,2015,1,1,2,2,0
ARW,62338-91101,AMAZON,2015,1,1,3,0,0
ARW,62338-91101,AMAZON,2015,1,1,4,2,0
ARW,62338-91101,AMAZON,2015,1,2,5,1,0
ARW,62338-91101,AMAZON,2015,1,2,6,1,0
ARW,62338-91101,AMAZON,2015,1,2,7,3,0
ARW,62338-91101,AMAZON,2015,1,2,8,4,0
ARW,62338-91101,AMAZON,2015,1,3,9,1,0
ARW,62338-91101,AMAZON,2015,1,3,10,0,0
ARW,62338-91101,AMAZON,2015,1,3,11,3,0
ARW,62338-91101,AMAZON,2015,1,3,12,0,0
ARW,62338-91101,AMAZON,2015,1,3,13,2,0
ARW,62338-91101,AMAZON,2015,2,4,14,4,0
ARW,62338-91101,AMAZON,2015,2,4,15,4,0
ARW,62338-91101,AMAZON,2015,2,4,16,0,0
ARW,62338-91101,AMAZON,2015,2,4,17,11,0
ARW,62338-91101,AMAZON,2015,2,5,18,0,0
ARW,62338-91101,AMAZON,2015,2,5,19,7,0
ARW,62338-91101,AMAZON,2015,2,5,20,20,0
ARW,62338-91101,AMAZON,2015,2,5,21,8,0
ARW,62338-91101,AMAZON,2015,2,6,22,12,0
ARW,62338-91101,AMAZON,2015,2,6,23,16,0
ARW,62338-91101,AMAZON,2015,2,6,24,0,0
ARW,62338-91101,AMAZON,2015,2,6,25,11,0
ARW,62338-91101,AMAZON,2015,2,6,26,36,0
ARW,62338-91101,AMAZON,2015,3,7,27,13,0
ARW,62338-91101,AMAZON,2015,3,7,28,13,0
ARW,62338-91101,AMAZON,2015,3,7,29,57,0
ARW,62338-91101,AMAZON,2015,3,7,30,22,0
ARW,62338-91101,AMAZON,2015,3,8,31,27,0
ARW,62338-91101,AMAZON,2015,3,8,32,14,0
ARW,62338-91101,AMAZON,2015,3,8,33,6,0
ARW,62338-91101,AMAZON,2015,3,8,34,21,0
ARW,62338-91101,AMAZON,2015,3,9,35,68,0
ARW,62338-91101,AMAZON,2015,3,9,36,0,0
ARW,62338-91101,AMAZON,2015,3,9,37,3,0
ARW,62338-91101,AMAZON,2015,3,9,38,0,0
ARW,62338-91101,AMAZON,2015,3,9,39,34,0
ARW,62338-91101,AMAZON,2015,4,10,40,0,0
ARW,62338-91101,AMAZON,2015,4,10,41,29,0
ARW,62338-91101,AMAZON,2015,4,10,42,0,0
ARW,62338-91101,AMAZON,2015,4,10,43,6,0
ARW,62338-91101,AMAZON,2015,4,11,44,0,0
ARW,62338-91101,AMAZON,2015,4,11,45,66,0
ARW,62338-91101,AMAZON,2015,4,11,46,11,0
ARW,62338-91101,AMAZON,2015,4,11,47,47,0
ARW,62338-91101,AMAZON,2015,4,12,48,14,0
ARW,62338-91101,AMAZON,2015,4,12,49,251,0
ARW,62338-91101,AMAZON,2015,4,12,50,0,0
ARW,62338-91101,AMAZON,2015,4,12,51,0,0
ARW,62338-91101,AMAZON,2015,4,12,52,0,0
ARW,62338-91101,AMAZON,2015,4,12,53,0,0
ARW,62338-91101,AMAZON,2016,1,1,1,0,0
ARW,62338-91101,AMAZON,2016,1,1,2,44,0
ARW,62338-91101,AMAZON,2016,1,1,3,65,0
ARW,62338-91101,AMAZON,2016,1,1,4,191,0
ARW,62338-91101,AMAZON,2016,1,2,5,0,0
ARW,62338-91101,AMAZON,2016,1,2,6,0,0
ARW,62338-91101,AMAZON,2016,1,2,7,0,0
ARW,62338-91101,AMAZON,2016,1,2,8,0,0
ARW,62338-91101,AMAZON,2016,1,3,9,0,0
ARW,62338-91101,AMAZON,2016,1,3,10,0,0
ARW,62338-91101,AMAZON,2016,1,3,11,0,0
ARW,62338-91101,AMAZON,2016,1,3,12,145,0
ARW,62338-91101,AMAZON,2016,1,3,13,13,0
ARW,62338-91101,AMAZON,2016,2,4,14,25,0
ARW,62338-91101,AMAZON,2016,2,4,15,11,0
ARW,62338-91101,AMAZON,2016,2,4,16,17,0
ARW,62338-91101,AMAZON,2016,2,4,17,38,0
ARW,62338-91101,AMAZON,2016,2,5,18,113,0
ARW,62338-91101,AMAZON,2016,2,5,19,0,0
ARW,62338-91101,AMAZON,2016,2,5,20,0,0
ARW,62338-91101,AMAZON,2016,2,5,21,0,0
ARW,62338-91101,AMAZON,2016,2,6,22,16,0
ARW,62338-91101,AMAZON,2016,2,6,23,22,0
ARW,62338-91101,AMAZON,2016,2,6,24,76,0
ARW,62338-91101,AMAZON,2016,2,6,25,0,0
ARW,62338-91101,AMAZON,2016,2,6,26,92,0
ARW,62338-91101,AMAZON,2016,3,7,27,0,0
ARW,62338-91101,AMAZON,2016,3,7,28,52,0
ARW,62338-91101,AMAZON,2016,3,7,29,2,0
ARW,62338-91101,AMAZON,2016,3,7,30,121,0
ARW,62338-91101,AMAZON,2016,3,8,31,0,0
ARW,62338-91101,AMAZON,2016,3,8,32,0,0
ARW,62338-91101,AMAZON,2016,3,8,33,0,0
ARW,62338-91101,AMAZON,2016,3,8,34,0,0
ARW,62338-91101,AMAZON,2016,3,9,35,0,0
ARW,62338-91101,AMAZON,2016,3,9,36,104,0
ARW,62338-91101,AMAZON,2016,3,9,37,191,0
ARW,62338-91101,AMAZON,2016,3,9,38,76,0
ARW,62338-91101,AMAZON,2016,3,9,39,3,0
ARW,62338-91101,AMAZON,2016,4,10,40,0,0
ARW,62338-91101,AMAZON,2016,4,10,41,0,0
ARW,62338-91101,AMAZON,2016,4,10,42,33,0
ARW,62338-91101,AMAZON,2016,4,10,43,6,0
ARW,62338-91101,AMAZON,2016,4,11,44,95,0
ARW,62338-91101,AMAZON,2016,4,11,45,8,0
ARW,62338-91101,AMAZON,2016,4,11,46,106,0
ARW,62338-91101,AMAZON,2016,4,11,47,0,0
ARW,62338-91101,AMAZON,2016,4,12,48,14,0
ARW,62338-91101,AMAZON,2016,4,12,49,0,0
ARW,62338-91101,AMAZON,2016,4,12,50,7,0
ARW,62338-91101,AMAZON,2016,4,12,51,7,0
ARW,62338-91101,AMAZON,2016,4,12,52,77,0
ARW,62338-91101,AMAZON,2017,1,1,1,0,0
ARW,62338-91101,AMAZON,2017,1,1,2,73,0
ARW,62338-91101,AMAZON,2017,1,1,3,0,0
ARW,62338-91101,AMAZON,2017,1,1,4,73,0
ARW,62338-91101,AMAZON,2017,1,2,5,0,0
ARW,62338-91101,AMAZON,2017,1,2,6,110,0
ARW,62338-91101,AMAZON,2017,1,2,7,0,0
ARW,62338-91101,AMAZON,2017,1,2,8,71,0
ARW,62338-91101,AMAZON,2017,1,3,9,41,0
ARW,62338-91101,AMAZON,2017,1,3,10,85,0
ARW,62338-91101,AMAZON,2017,1,3,11,82,0
ARW,62338-91101,AMAZON,2017,1,3,12,0,0
ARW,62338-91101,AMAZON,2017,1,3,13,45,0
ARW,62338-91101,AMAZON,2017,2,4,14,95,0
ARW,62338-91101,AMAZON,2017,2,4,15,0,0
ARW,62338-91101,AMAZON,2017,2,4,16,71,0
ARW,62338-91101,AMAZON,2017,2,4,17,0,0
ARW,62338-91101,AMAZON,2017,2,5,18,42,0
ARW,62338-91101,AMAZON,2017,2,5,19,0,0
ARW,62338-91101,AMAZON,2017,2,5,20,46,0
ARW,62338-91101,AMAZON,2017,2,5,21,10,0
ARW,62338-91101,AMAZON,2017,2,6,22,74,0
ARW,62338-91101,AMAZON,2017,2,6,23,34,0
ARW,62338-91101,AMAZON,2017,2,6,24,20,0
ARW,62338-91101,AMAZON,2017,2,6,25,109,0
ARW,62338-91101,AMAZON,2017,2,6,26,0,0
ARW,62338-91101,AMAZON,2017,3,7,27,69,0
ARW,62338-91101,AMAZON,2017,3,7,28,0,0
ARW,62338-91101,AMAZON,2017,3,7,29,0,0
ARW,62338-91101,AMAZON,2017,3,7,30,0,0
ARW,62338-91101,AMAZON,2017,3,8,31,134,0
ARW,62338-91101,AMAZON,2017,3,8,32,65,0
ARW,62338-91101,AMAZON,2017,3,8,33,84,0
ARW,62338-91101,AMAZON,2017,3,8,34,414,0
ARW,62338-91101,AMAZON,2017,3,9,35,12,0
ARW,62338-91101,AMAZON,2017,3,9,36,0,0
ARW,62338-91101,AMAZON,2017,3,9,37,7,0
ARW,62338-91101,AMAZON,2017,3,9,38,214,0
ARW,62338-91101,AMAZON,2017,3,9,39,38.66666667,0
ARW,62338-91101,AMAZON,2017,4,10,40,101,0
ARW,62338-91101,AMAZON,2017,4,10,41,3,0
ARW,62338-91101,AMAZON,2017,4,10,42,19,0
ARW,62338-91101,AMAZON,2017,4,10,43,1.666666667,0
ARW,62338-91101,AMAZON,2017,4,11,44,1,0
ARW,62338-91101,AMAZON,2017,4,11,45,70,0
ARW,62338-91101,AMAZON,2017,4,11,46,0.666666667,0
ARW,62338-91101,AMAZON,2017,4,11,47,0,0
ARW,62338-91101,AMAZON,2017,4,12,48,4,0
ARW,62338-91101,AMAZON,2017,4,12,49,3.333333333,0
ARW,62338-91101,AMAZON,2017,4,12,50,7.333333333,0
ARW,62338-91101,AMAZON,2017,4,12,51,4,0
ARW,62338-91101,AMAZON,2017,4,12,52,7.666666667,0
ARW,62338-91101,AMAZON,2018,1,1,1,0,0
ARW,62338-91101,AMAZON,2018,1,1,2,10,0
ARW,62338-91101,AMAZON,2018,1,1,3,0,0
ARW,62338-91101,AMAZON,2018,1,1,4,94,0
ARW,62338-91101,AMAZON,2018,1,2,5,0,0
ARW,62338-91101,AMAZON,2018,1,2,6,87.66666667,0
ARW,62338-91101,AMAZON,2018,1,2,7,1,0
ARW,62338-91101,AMAZON,2018,1,2,8,10.33333333,0
ARW,62338-91101,AMAZON,2018,1,3,9,21.66666667,0
ARW,62338-91101,AMAZON,2018,1,3,10,175.3333333,0
ARW,62338-91101,AMAZON,2018,1,3,11,16.66666667,0
ARW,62338-91101,AMAZON,2018,1,3,12,13,0
ARW,62338-91101,AMAZON,2018,1,3,13,47.66666667,0
ARW,62338-91101,AMAZON,2018,2,4,14,1,0
ARW,62338-91101,AMAZON,2018,2,4,15,225.3333333,0
ARW,62338-91101,AMAZON,2018,2,4,16,435.3333333,0
ARW,62338-91101,AMAZON,2018,2,4,17,0,0
ARW,62338-91101,AMAZON,2018,2,5,18,26.66666667,0
ARW,62338-91101,AMAZON,2018,2,5,19,1,0
ARW,62338-91101,AMAZON,2018,2,5,20,572.3333333,0
ARW,62338-91101,AMAZON,2018,2,5,21,321.3333333,0
ARW,62338-91101,AMAZON,2018,2,6,22,1,0
ARW,62338-91101,AMAZON,2018,2,6,23,339,0
ARW,62338-91101,AMAZON,2018,2,6,24,866.6666667,0
ARW,62338-91101,AMAZON,2018,2,6,25,1,0
ARW,62338-91101,AMAZON,2018,2,6,26,2,0
ARW,62338-91101,AMAZON,2018,3,7,27,0,0
ARW,62338-91101,AMAZON,2018,3,7,28,1,0
ARW,62338-91101,AMAZON,2018,3,7,29,0,0
ARW,62338-91101,AMAZON,2018,3,7,30,1,0
ARW,62338-91101,AMAZON,2018,3,8,31,954.3333333,0
ARW,62338-91101,AMAZON,2018,3,8,32,188,0
ARW,62338-91101,AMAZON,2018,3,8,33,13,0
ARW,62338-91101,AMAZON,2018,3,8,34,6,0
ARW,62338-91101,AMAZON,2018,3,9,35,820.3333333,0
ARW,62338-91101,AMAZON,2018,3,9,36,10,0
ARW,62338-91101,AMAZON,2018,3,9,37,0,0
ARW,62338-91101,AMAZON,2018,3,9,38,69,0
ARW,62338-91101,AMAZON,2018,3,9,39,1115.666667,0
ARW,62338-91101,AMAZON,2018,4,10,40,19,0
ARW,62338-91101,AMAZON,2018,4,10,41,2,0
ARW,62338-91101,AMAZON,2018,4,10,42,759,0
ARW,62338-91101,AMAZON,2018,4,10,43,9,0
ARW,62338-91101,AMAZON,2018,4,11,44,173.6666667,0
ARW,62338-91101,AMAZON,2018,4,11,45,158,0
ARW,62338-91101,AMAZON,2018,4,11,46,482.3333333,0
ARW,62338-91101,AMAZON,2018,4,11,47,706.3333333,0
ARW,62338-91101,AMAZON,2018,4,12,48,6,0
ARW,62338-91101,AMAZON,2018,4,12,49,1,0
ARW,62338-91101,AMAZON,2018,4,12,50,385.3333333,0
ARW,62338-91101,AMAZON,2018,4,12,51,393.6666667,0
ARW,62338-91101,AMAZON,2018,4,12,52,247.6666667,0
ARW,62338-91101,AMAZON,2019,1,1,1,6,0
ARW,62338-91101,AMAZON,2019,1,1,2,166,0
ARW,62338-91101,AMAZON,2019,1,1,3,3,0
ARW,62338-91101,AMAZON,2019,1,1,4,36,0
ARW,62338-91101,AMAZON,2019,1,2,5,7,0
ARW,62338-91101,AMAZON,2019,1,2,6,421.6666667,0
ARW,62338-91101,AMAZON,2019,1,2,7,187,0
ARW,62338-91101,AMAZON,2019,1,2,8,5,0
ARW,62338-91101,AMAZON,2019,1,3,9,782.6666667,0
ARW,62338-91101,AMAZON,2019,1,3,10,145.6666667,0
ARW,62338-91101,AMAZON,2019,1,3,11,346.3333333,0
ARW,62338-91101,AMAZON,2019,1,3,12,503,0
ARW,62338-91101,AMAZON,2019,1,3,13,1210.333333,0
ARW,62338-91101,AMAZON,2019,2,4,14,398,0
ARW,62338-91101,AMAZON,2019,2,4,15,37,0
ARW,62338-91101,AMAZON,2019,2,4,16,0,0
ARW,62338-91101,AMAZON,2019,2,4,17,0,0
ARW,62338-91101,AMAZON,2019,2,5,18,0,0
ARW,62338-91101,AMAZON,2019,2,5,19,0,0
ARW,62338-91101,AMAZON,2019,2,5,20,0,0
ARW,62338-91101,AMAZON,2019,2,5,21,0,0
ARW,62338-91101,AMAZON,2019,2,6,22,0,0
ARW,62338-91101,AMAZON,2019,2,6,23,0,0
ARW,62338-91101,AMAZON,2019,2,6,24,0,0
ARW,62338-91101,AMAZON,2019,2,6,25,0,0
ARW,62338-91101,AMAZON,2019,2,6,26,0,0
ARW,62338-91101,AMAZON,2019,3,7,27,0,0
ARW,62338-91101,AMAZON,2019,3,7,28,0,0
ARW,62338-91101,AMAZON,2019,3,7,29,0,0
ARW,62338-91101,AMAZON,2019,3,7,30,0,0
ARW,62338-91101,AMAZON,2019,3,8,31,0,0
ARW,62338-91101,AMAZON,2019,3,8,32,0,0
ARW,62338-91101,AMAZON,2019,3,8,33,0,0
ARW,62338-91101,AMAZON,2019,3,8,34,0,0
ARW,62338-91101,AMAZON,2019,3,9,35,0,0
ARW,62338-91101,AMAZON,2019,3,9,36,0,0
ARW,62338-91101,AMAZON,2019,3,9,37,0,0
ARW,62338-91101,AMAZON,2019,3,9,38,0,0
ARW,62338-91101,AMAZON,2019,3,9,39,0,0
ARW,62338-91101,AMAZON,2019,4,10,40,0,0
ARW,62338-91101,AMAZON,2019,4,10,41,0,0
ARW,62338-91101,AMAZON,2019,4,10,42,0,0
ARW,62338-91101,AMAZON,2019,4,10,43,0,0
ARW,62338-91101,AMAZON,2019,4,11,44,0,0
ARW,62338-91101,AMAZON,2019,4,11,45,0,0
ARW,62338-91101,AMAZON,2019,4,11,46,0,0
ARW,62338-91101,AMAZON,2019,4,11,47,0,0
ARW,62338-91101,AMAZON,2019,4,12,48,0,0
ARW,62338-91101,AMAZON,2019,4,12,49,0,0
ARW,62338-91101,AMAZON,2019,4,12,50,0,0
ARW,62338-91101,AMAZON,2019,4,12,51,0,0
ARW,62338-91101,AMAZON,2019,4,12,52,0,0
ARW,62338-91101,AMAZON,2020,1,1,1,0,0
ARW,62338-91101,AMAZON,2020,1,1,2,0,0
ARW,62338-91101,AMAZON,2020,1,1,3,0,0
ARW,62338-91101,AMAZON,2020,1,1,4,0,0
ARW,62338-91101,AMAZON,2020,1,2,5,0,0
ARW,62338-91101,AMAZON,2020,1,2,6,0,0
ARW,62338-91101,AMAZON,2020,1,2,7,0,0
ARW,62338-91101,AMAZON,2020,1,2,8,0,0
ARW,62338-91101,AMAZON,2020,1,3,9,0,0
ARW,62338-91101,AMAZON,2020,1,3,10,0,0
ARW,62338-91101,AMAZON,2020,1,3,11,0,0
ARW,62338-91101,AMAZON,2020,1,3,12,0,0
ARW,62338-91101,AMAZON,2020,1,3,13,0,0
ARW,62338-91101,AMAZON,2020,2,4,14,0,0
ARW,62338-91101,AMAZON,2020,2,4,15,0,0
ARW,62338-91101,AMAZON,2020,2,4,16,0,0
ARW,62338-91101,AMAZON,2020,2,4,17,0,0
ARW,62338-91101,AMAZON,2020,2,5,18,0,0
ARW,62338-91101,AMAZON,2020,2,5,19,0,0
ARW,62338-91101,AMAZON,2020,2,5,20,0,0
ARW,62338-91101,AMAZON,2020,2,5,21,0,0
ARW,62338-91101,AMAZON,2020,2,6,22,0,0
ARW,62338-91101,AMAZON,2020,2,6,23,0,0
ARW,62338-91101,AMAZON,2020,2,6,24,0,0
ARW,62338-91101,AMAZON,2020,2,6,25,0,0
ARW,62338-91101,AMAZON,2020,2,6,26,0,0
ARW,62338-91101,AMAZON,2020,3,7,27,0,0
ARW,62338-91101,AMAZON,2020,3,7,28,0,0
ARW,62338-91101,AMAZON,2020,3,7,29,0,0
ARW,62338-91101,AMAZON,2020,3,7,30,0,0
ARW,62338-91101,AMAZON,2020,3,8,31,0,0
ARW,62338-91101,AMAZON,2020,3,8,32,0,0
ARW,62338-91101,AMAZON,2020,3,8,33,0,0
ARW,62338-91101,AMAZON,2020,3,8,34,0,0
ARW,62338-91101,AMAZON,2020,3,9,35,0,0
ARW,62338-91101,AMAZON,2020,3,9,36,0,0
ARW,62338-91101,AMAZON,2020,3,9,37,0,0
ARW,62338-91101,AMAZON,2020,3,9,38,0,0
ARW,62338-91101,AMAZON,2020,3,9,39,0,0
ARW,62338-91101,AMAZON,2020,4,10,40,0,0
ARW,62338-91101,AMAZON,2020,4,10,41,0,0
ARW,62338-91101,AMAZON,2020,4,10,42,0,0
ARW,62338-91101,AMAZON,2020,4,10,43,0,0
ARW,62338-91101,AMAZON,2020,4,11,44,0,0
ARW,62338-91101,AMAZON,2020,4,11,45,0,0
ARW,62338-91101,AMAZON,2020,4,11,46,0,0
ARW,62338-91101,AMAZON,2020,4,11,47,0,0
ARW,62338-91101,AMAZON,2020,4,12,48,0,0
ARW,62338-91101,AMAZON,2020,4,12,49,0,0
ARW,62338-91101,AMAZON,2020,4,12,50,0,0
ARW,62338-91101,AMAZON,2020,4,12,51,0,0
ARW,62338-91101,AMAZON,2020,4,12,52,0,0
ARW,62338-91101,AMAZON,2020,4,12,53,0,0
ARW,62338-92944,AMAZON,2015,1,1,1,0,0
ARW,62338-92944,AMAZON,2015,1,1,2,1,0
ARW,62338-92944,AMAZON,2015,1,1,3,0,0
ARW,62338-92944,AMAZON,2015,1,1,4,0,0
ARW,62338-92944,AMAZON,2015,1,2,5,0,0
ARW,62338-92944,AMAZON,2015,1,2,6,0,0
ARW,62338-92944,AMAZON,2015,1,2,7,1,0
ARW,62338-92944,AMAZON,2015,1,2,8,1,0
ARW,62338-92944,AMAZON,2015,1,3,9,0,0
ARW,62338-92944,AMAZON,2015,1,3,10,4,0
ARW,62338-92944,AMAZON,2015,1,3,11,3,0
ARW,62338-92944,AMAZON,2015,1,3,12,3,0
ARW,62338-92944,AMAZON,2015,1,3,13,10,0
ARW,62338-92944,AMAZON,2015,2,4,14,31,0
ARW,62338-92944,AMAZON,2015,2,4,15,7,0
ARW,62338-92944,AMAZON,2015,2,4,16,6,0
ARW,62338-92944,AMAZON,2015,2,4,17,30,0
ARW,62338-92944,AMAZON,2015,2,5,18,10,0
ARW,62338-92944,AMAZON,2015,2,5,19,6,0
ARW,62338-92944,AMAZON,2015,2,5,20,6,0
ARW,62338-92944,AMAZON,2015,2,5,21,31,0
ARW,62338-92944,AMAZON,2015,2,6,22,28,0
ARW,62338-92944,AMAZON,2015,2,6,23,33,0
ARW,62338-92944,AMAZON,2015,2,6,24,0,0
ARW,62338-92944,AMAZON,2015,2,6,25,34,0
ARW,62338-92944,AMAZON,2015,2,6,26,105,0
ARW,62338-92944,AMAZON,2015,3,7,27,24,0
ARW,62338-92944,AMAZON,2015,3,7,28,0,0
ARW,62338-92944,AMAZON,2015,3,7,29,48,0
ARW,62338-92944,AMAZON,2015,3,7,30,78,0
ARW,62338-92944,AMAZON,2015,3,8,31,24,0
ARW,62338-92944,AMAZON,2015,3,8,32,86,0
ARW,62338-92944,AMAZON,2015,3,8,33,11,0
ARW,62338-92944,AMAZON,2015,3,8,34,80,0
ARW,62338-92944,AMAZON,2015,3,9,35,189,0
ARW,62338-92944,AMAZON,2015,3,9,36,0,0
ARW,62338-92944,AMAZON,2015,3,9,37,205,0
ARW,62338-92944,AMAZON,2015,3,9,38,0,0
ARW,62338-92944,AMAZON,2015,3,9,39,29,0
ARW,62338-92944,AMAZON,2015,4,10,40,0,0
ARW,62338-92944,AMAZON,2015,4,10,41,90,0
ARW,62338-92944,AMAZON,2015,4,10,42,0,0
ARW,62338-92944,AMAZON,2015,4,10,43,106,0
ARW,62338-92944,AMAZON,2015,4,11,44,0,0
ARW,62338-92944,AMAZON,2015,4,11,45,71,0
ARW,62338-92944,AMAZON,2015,4,11,46,16,0
ARW,62338-92944,AMAZON,2015,4,11,47,146,0
ARW,62338-92944,AMAZON,2015,4,12,48,28,0
ARW,62338-92944,AMAZON,2015,4,12,49,193,0
ARW,62338-92944,AMAZON,2015,4,12,50,0,0
ARW,62338-92944,AMAZON,2015,4,12,51,709,0
ARW,62338-92944,AMAZON,2015,4,12,52,0,0
ARW,62338-92944,AMAZON,2015,4,12,53,0,0
ARW,62338-92944,AMAZON,2016,1,1,1,0,0
ARW,62338-92944,AMAZON,2016,1,1,2,81,0
ARW,62338-92944,AMAZON,2016,1,1,3,120,0
ARW,62338-92944,AMAZON,2016,1,1,4,201,0
ARW,62338-92944,AMAZON,2016,1,2,5,0,0
ARW,62338-92944,AMAZON,2016,1,2,6,0,0
ARW,62338-92944,AMAZON,2016,1,2,7,104,0
ARW,62338-92944,AMAZON,2016,1,2,8,0,0
ARW,62338-92944,AMAZON,2016,1,3,9,0,0
ARW,62338-92944,AMAZON,2016,1,3,10,358,0
ARW,62338-92944,AMAZON,2016,1,3,11,0,0
ARW,62338-92944,AMAZON,2016,1,3,12,411,0
ARW,62338-92944,AMAZON,2016,1,3,13,19,0
ARW,62338-92944,AMAZON,2016,2,4,14,336,0
ARW,62338-92944,AMAZON,2016,2,4,15,28,0
ARW,62338-92944,AMAZON,2016,2,4,16,82,0
ARW,62338-92944,AMAZON,2016,2,4,17,151,0
ARW,62338-92944,AMAZON,2016,2,5,18,241,0
ARW,62338-92944,AMAZON,2016,2,5,19,0,0
ARW,62338-92944,AMAZON,2016,2,5,20,141,0
ARW,62338-92944,AMAZON,2016,2,5,21,100,0
ARW,62338-92944,AMAZON,2016,2,6,22,22,0
ARW,62338-92944,AMAZON,2016,2,6,23,16,0
ARW,62338-92944,AMAZON,2016,2,6,24,153,0
ARW,62338-92944,AMAZON,2016,2,6,25,0,0
ARW,62338-92944,AMAZON,2016,2,6,26,161,0
ARW,62338-92944,AMAZON,2016,3,7,27,0,0
ARW,62338-92944,AMAZON,2016,3,7,28,278,0
ARW,62338-92944,AMAZON,2016,3,7,29,13,0
ARW,62338-92944,AMAZON,2016,3,7,30,116,0
ARW,62338-92944,AMAZON,2016,3,8,31,0,0
ARW,62338-92944,AMAZON,2016,3,8,32,138,0
ARW,62338-92944,AMAZON,2016,3,8,33,224,0
ARW,62338-92944,AMAZON,2016,3,8,34,307,0
ARW,62338-92944,AMAZON,2016,3,9,35,0,0
ARW,62338-92944,AMAZON,2016,3,9,36,160,0
ARW,62338-92944,AMAZON,2016,3,9,37,155,0
ARW,62338-92944,AMAZON,2016,3,9,38,177,0
ARW,62338-92944,AMAZON,2016,3,9,39,5,0
ARW,62338-92944,AMAZON,2016,4,10,40,277,0
ARW,62338-92944,AMAZON,2016,4,10,41,236,0
ARW,62338-92944,AMAZON,2016,4,10,42,246,0
ARW,62338-92944,AMAZON,2016,4,10,43,0,0
ARW,62338-92944,AMAZON,2016,4,11,44,638,0
ARW,62338-92944,AMAZON,2016,4,11,45,1,0
ARW,62338-92944,AMAZON,2016,4,11,46,437,0
ARW,62338-92944,AMAZON,2016,4,11,47,0,0
ARW,62338-92944,AMAZON,2016,4,12,48,139,0
ARW,62338-92944,AMAZON,2016,4,12,49,109,0
ARW,62338-92944,AMAZON,2016,4,12,50,721,0
ARW,62338-92944,AMAZON,2016,4,12,51,14,0
ARW,62338-92944,AMAZON,2016,4,12,52,435,0
ARW,62338-92944,AMAZON,2017,1,1,1,0,0
ARW,62338-92944,AMAZON,2017,1,1,2,0,0
ARW,62338-92944,AMAZON,2017,1,1,3,0,0
ARW,62338-92944,AMAZON,2017,1,1,4,23,0
ARW,62338-92944,AMAZON,2017,1,2,5,0,0
ARW,62338-92944,AMAZON,2017,1,2,6,3,0
ARW,62338-92944,AMAZON,2017,1,2,7,0,0
ARW,62338-92944,AMAZON,2017,1,2,8,48,0
ARW,62338-92944,AMAZON,2017,1,3,9,0,0
ARW,62338-92944,AMAZON,2017,1,3,10,0,0
ARW,62338-92944,AMAZON,2017,1,3,11,0,0
ARW,62338-92944,AMAZON,2017,1,3,12,49,0
ARW,62338-92944,AMAZON,2017,1,3,13,0,0
ARW,62338-92944,AMAZON,2017,2,4,14,0,0
