"customerID","PaymentMethod","MonthlyCharges","TotalCharges","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","Churn"
"3130-ICDUP","Credit card (automatic)",80.55,"188.1","Female","0","No","Yes","2","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","No"
"3131-NWVFJ","Mailed check",19.55,"294.5","Female","0","Yes","Yes","14","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"3132-TVFDZ","Electronic check",44.85,"2572.95","Male","1","Yes","No","57","No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"3133-PZNSR","Credit card (automatic)",97.75,"6991.6","Male","0","Yes","Yes","72","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","Two year","Yes","No"
"3134-DSHVC","Credit card (automatic)",98,"6218.45","Female","0","No","No","63","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","No","No"
"3137-LUPIX","Mailed check",64.4,"253","Female","0","No","No","4","Yes","Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","No"
"3137-NYQQI","Mailed check",64.8,"1175.6","Male","0","Yes","No","17","Yes","No","DSL","Yes","Yes","No","No","No","Yes","One year","No","No"
"3138-BKYAV","Electronic check",85.35,"489.45","Male","0","No","No","6","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Yes"
"3143-ILDAL","Electronic check",94.45,"5124.6","Male","0","No","No","56","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Yes"
"3143-JQEGI","Electronic check",88.35,"1222.8","Female","0","Yes","Yes","13","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Yes"
"3144-AUDBS","Electronic check",49.15,"270.8","Female","0","Yes","No","6","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Yes"
"3144-KMTWZ","Bank transfer (automatic)",93.25,"6669.45","Male","0","Yes","No","71","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","No"
"3146-JTQHR","Bank transfer (automatic)",19.6,"189.45","Male","0","Yes","No","10","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"3146-MSEGF","Credit card (automatic)",88.05,"6425.65","Female","1","Yes","Yes","72","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"3148-AOIQT","Credit card (automatic)",24.95,"1718.35","Female","0","Yes","No","69","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"3148-BLQJT","Mailed check",20.1,"20.1","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Yes"
"3154-HMWUU","Bank transfer (automatic)",20.5,"1198.8","Male","0","Yes","No","60","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"3156-QLHBO","Mailed check",19.25,"48.35","Male","0","No","Yes","2","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"3158-MOERK","Electronic check",96,"174.8","Female","0","No","No","2","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"3160-TYXLT","Bank transfer (automatic)",46.3,"2546.85","Male","0","No","No","53","No","No phone service","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","No"
"3161-GETRM","Credit card (automatic)",90.05,"3097","Male","0","Yes","Yes","34","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","No"
"3161-ONRWK","Bank transfer (automatic)",65.85,"3928.3","Male","0","Yes","Yes","60","Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","No"
"3162-KKZXO","Electronic check",100.15,"5409.75","Female","1","No","No","55","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","No"
"3162-ZJZFU","Electronic check",92.55,"4779.45","Male","0","Yes","Yes","53","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","No"
"3164-AALRN","Mailed check",70,"347.4","Male","0","No","No","5","Yes","No","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Yes"
"3165-HDOEW","Mailed check",45.85,"45.85","Male","0","Yes","Yes","1","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"3166-PNEOF","Credit card (automatic)",86.45,"5175.3","Female","0","No","No","61","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","No"
"3167-SNQPL","Electronic check",101.15,"3741.85","Male","1","Yes","Yes","38","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","No"
"3170-GWYKC","Bank transfer (automatic)",104.95,"6236.75","Female","0","No","No","60","Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","No"
"3173-NVMPX","Mailed check",55.3,"501.2","Female","0","Yes","Yes","9","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","No"
"3173-WSSUE","Credit card (automatic)",19.7,"1415.85","Female","0","Yes","Yes","71","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3174-AKMAS","Credit card (automatic)",64.2,"3009.5","Female","0","Yes","No","46","Yes","No","DSL","No","Yes","No","Yes","Yes","No","Two year","Yes","No"
"3174-RKMOW","Electronic check",109.95,"3782.4","Male","0","Yes","Yes","35","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","No"
"3178-CIFOT","Credit card (automatic)",19.65,"478.1","Female","0","No","No","23","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","No"
"3178-FESZO","Credit card (automatic)",100.25,"100.25","Female","0","No","No","1","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"3179-GBRWV","Bank transfer (automatic)",64.95,"1339.8","Male","1","Yes","No","21","Yes","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","No"
"3181-MIZBN","Electronic check",19.75,"313.4","Male","0","Yes","Yes","16","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"3181-VTHOE","Bank transfer (automatic)",51.05,"3635.15","Male","0","Yes","No","70","No","No phone service","DSL","No","Yes","Yes","Yes","No","Yes","One year","Yes","No"
"3186-AJIEK","Bank transfer (automatic)",105.65,"6844.5","Male","0","No","No","66","Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","No"
"3186-BAXNB","Electronic check",91.7,"91.7","Female","0","No","No","1","Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","No","Yes"
"3190-FZATL","Mailed check",19.95,"268.4","Male","0","No","Yes","14","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"3190-ITQXP","Bank transfer (automatic)",20.25,"890.35","Female","0","Yes","Yes","46","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3190-XFANI","Bank transfer (automatic)",100.6,"5069.65","Male","0","No","Yes","49","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Yes"
"3191-CSNMG","Electronic check",80.7,"239.45","Female","0","Yes","Yes","3","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","No"
"3192-LNKRK","Mailed check",84.05,"2909.95","Male","0","Yes","Yes","34","Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","No"
"3192-NQECA","Bank transfer (automatic)",110,"7611.85","Male","0","Yes","No","68","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Yes"
"3194-ORPIK","Bank transfer (automatic)",84.4,"4116.15","Female","0","Yes","Yes","50","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Yes"
"3195-TQDZX","Electronic check",20.25,"61.45","Male","0","No","No","3","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"3196-NVXLZ","Mailed check",84.6,"2088.05","Female","0","No","No","25","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","No"
"3197-ARFOY","Mailed check",105,"2007.25","Female","1","No","No","19","Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","No"
"3197-NNYNB","Credit card (automatic)",105.1,"6631.85","Male","0","No","No","65","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","No","No"
"3198-VELRD","Bank transfer (automatic)",84.75,"264.85","Female","0","Yes","Yes","3","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Yes"
"3199-XGZCY","Electronic check",75.25,"576.7","Female","0","No","No","8","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","No"
"3200-MNQTF","Credit card (automatic)",70.9,"4677.1","Male","0","Yes","No","67","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","No"
"3205-MXZRA","Credit card (automatic)",59.45,"1507","Male","0","No","No","26","Yes","No","DSL","No","No","No","Yes","Yes","No","One year","No","No"
"3207-OYBWH","Bank transfer (automatic)",95.25,"5427.05","Male","1","Yes","No","57","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Yes"
"3208-YPIOE","Electronic check",75.25,"3017.65","Male","0","No","No","39","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Yes"
"3209-ZPKFI","Electronic check",54.25,"2538.2","Male","0","Yes","Yes","47","Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","No"
"3211-AAPKX","Mailed check",98.55,"2031.95","Male","0","No","No","20","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","No"
"3211-ILJTT","Bank transfer (automatic)",70.4,"1214.05","Male","0","Yes","No","17","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"3212-KXOCR","Bank transfer (automatic)",21,"1107.2","Male","0","No","No","52","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3213-VVOLG","Mailed check",25.35," ","Male","0","Yes","Yes","0","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3214-IYUUQ","Bank transfer (automatic)",93.7,"5860.7","Female","0","Yes","No","61","Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","No"
"3217-FZDMN","Credit card (automatic)",94.45,"742.95","Female","1","No","No","8","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"3219-JQRSL","Credit card (automatic)",89.1,"6352.4","Female","1","Yes","No","72","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","No"
"3221-CJMSG","Credit card (automatic)",51.1,"1269.6","Male","0","No","No","24","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","No"
"3223-DWFIO","Electronic check",69.35,"261.65","Male","1","No","No","4","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","No"
"3223-WZWJM","Electronic check",83.95,"2254.2","Male","0","No","No","26","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Yes"
"3224-DFQNQ","Electronic check",89,"5898.6","Female","0","Yes","No","66","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","No","No"
"3227-WLKLI","Bank transfer (automatic)",91.55,"5963.95","Female","0","Yes","Yes","65","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","No"
"3229-USWAR","Bank transfer (automatic)",79.95,"2727.3","Female","0","No","No","34","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","No"
"3230-IUALN","Mailed check",81,"3533.6","Female","0","Yes","Yes","45","Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","No"
"3230-JCNZS","Credit card (automatic)",99,"7061.65","Female","0","Yes","Yes","71","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","No"
"3230-WYKIR","Credit card (automatic)",82,"1425.45","Male","0","No","No","18","Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Yes"
"3234-VKACU","Electronic check",70.3,"132.4","Male","0","No","No","2","Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","No"
"3235-ETOOB","Electronic check",74.5,"609.9","Male","0","Yes","No","8","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Yes"
"3239-TPHPZ","Electronic check",20.05,"264.55","Female","0","Yes","No","12","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"3244-CQPHU","Bank transfer (automatic)",110.1,"7746.7","Female","1","No","No","72","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","No"
"3247-MHJKM","Mailed check",20.2,"20.2","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"3247-ZVOUO","Electronic check",85.55,"851.75","Male","1","Yes","No","10","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Yes"
"3249-VHRIP","Credit card (automatic)",43.6,"2748.7","Female","0","No","No","62","No","No phone service","DSL","No","Yes","Yes","No","No","Yes","Two year","Yes","No"
"3249-ZPQRG","Electronic check",78.45,"330.05","Male","0","No","No","4","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Yes"
"3251-YMVWZ","Bank transfer (automatic)",24.05,"1301.9","Male","0","No","No","53","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"3253-HKOKL","Electronic check",100.3,"5244.45","Female","0","Yes","Yes","52","Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","No","No"
"3254-YRILK","Electronic check",88.2,"1775.8","Male","1","No","No","19","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Yes"
"3255-GRXMG","Credit card (automatic)",45.65,"747.2","Male","0","No","Yes","18","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","No"
"3256-EZDBI","Credit card (automatic)",29.45,"1459.35","Male","1","Yes","No","51","No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","No"
"3258-SYSWS","Bank transfer (automatic)",113.8,"7845.8","Male","1","No","No","72","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","No"
"3259-FDWOY","Bank transfer (automatic)",106,"7723.7","Male","0","Yes","Yes","71","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Yes"
"3259-KNMRR","Bank transfer (automatic)",79.75,"4438.2","Male","1","No","No","57","Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","No"
"3259-QMXUN","Electronic check",86.1,"4890.5","Male","0","Yes","No","58","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","No"
"3261-CQXOL","Bank transfer (automatic)",25.45,"1813.35","Female","0","Yes","Yes","71","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3262-EIDHV","Credit card (automatic)",84.7,"5893.9","Female","0","Yes","Yes","72","Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","No"
"3266-FTKHB","Mailed check",19.15,"343.45","Male","0","No","No","17","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3269-ATYWD","Bank transfer (automatic)",95.65,"3759.05","Male","1","No","No","39","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"3272-VUHPV","Bank transfer (automatic)",56.3,"401.5","Female","0","Yes","Yes","8","Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","No"
"3274-NSDWE","Credit card (automatic)",19.6,"1441.65","Female","0","No","No","68","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3275-RHRNE","Credit card (automatic)",60,"1682.05","Male","0","Yes","Yes","28","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","No"
"3276-HDUEG","Mailed check",75.05,"75.05","Female","0","No","No","1","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"3278-FSIXX","Mailed check",45.25,"74.2","Female","0","No","No","2","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","No"
"3279-DYZQM","Mailed check",19.45,"1378.45","Male","0","Yes","Yes","71","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3280-MRDOF","Credit card (automatic)",69.1,"2093.9","Male","1","No","No","30","Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Two year","Yes","No"
"3282-ZISZV","Credit card (automatic)",83.7,"2633.3","Male","0","No","Yes","32","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","No"
"3283-WCWXT","Mailed check",25.4,"153.3","Male","0","Yes","Yes","6","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3285-UCQVC","Credit card (automatic)",28.6,"973.55","Female","0","No","No","37","No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","No","Yes"
"3292-PBZEJ","Electronic check",111.4,"1183.05","Male","1","No","No","11","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","No"
"3295-YVUSR","Mailed check",72.6,"154.3","Male","1","No","No","2","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","No"
"3296-SILRA","Mailed check",76.4,"76.4","Female","1","Yes","No","1","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Yes"
"3298-QEICA","Mailed check",34.6,"813.45","Female","0","Yes","Yes","23","No","No phone service","DSL","Yes","No","No","Yes","No","No","Two year","No","No"
"3301-LSLWQ","Electronic check",66.1,"1912.15","Female","0","No","No","29","Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","No"
"3301-VKTGC","Bank transfer (automatic)",85.5,"5696.6","Male","0","Yes","Yes","68","Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","One year","Yes","No"
"3307-TLCUD","Mailed check",34.4,"592.75","Male","0","Yes","No","17","No","No phone service","DSL","Yes","No","Yes","No","No","No","Month-to-month","No","No"
"3308-DGHKL","Bank transfer (automatic)",19.3,"1447.9","Male","0","No","No","69","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"3308-JSGML","Credit card (automatic)",64.05,"3886.85","Male","1","Yes","No","59","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","No"
"3312-UUMZW","Credit card (automatic)",98.85,"3145.9","Male","0","Yes","No","32","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","No"
"3312-ZWLGF","Electronic check",79.3,"2414.55","Male","1","Yes","No","29","Yes","Yes","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","No"
"3313-QKNKB","Electronic check",85.55,"5084.65","Male","0","Yes","No","59","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","One year","No","Yes"
"3315-IKYZQ","Mailed check",50.8,"1386.8","Male","0","Yes","Yes","28","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","No"
"3315-TOTBP","Mailed check",76,"1130.85","Male","0","No","No","15","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"3316-UWXUY","Credit card (automatic)",93.5,"4747.5","Male","0","No","No","50","Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","No"
"3317-HRTNN","Electronic check",45.7,"198","Female","1","No","No","5","No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Yes"
"3317-VLGQT","Electronic check",78.1,"1122.4","Female","0","Yes","No","14","Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","No"
"3318-ISQFQ","Bank transfer (automatic)",19.5,"413","Female","0","No","No","20","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"3318-NMQXL","Electronic check",92,"266.8","Male","0","No","No","3","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","No"
"3318-OSATS","Electronic check",95.45,"3474.05","Male","1","No","No","35","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"3319-DWOEP","Electronic check",95.75,"573.75","Male","1","Yes","No","6","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"3320-VEOYC","Electronic check",95.6,"1273.3","Male","1","No","No","14","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","No"
"3323-CPBWR","Credit card (automatic)",96.9,"2085.45","Male","0","No","No","23","Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","No"
"3324-OIRTO","Bank transfer (automatic)",104.65,"7288.4","Male","0","Yes","Yes","71","Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","No"
"3325-FUYCG","Electronic check",106.1,"2847.4","Male","0","Yes","Yes","28","Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","No","Yes"
"3327-YBAKM","Mailed check",96.9,"6314.35","Female","0","Yes","No","64","Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","No"
"3329-WDIOK","Electronic check",50.6,"155.35","Female","0","No","No","3","No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"3331-HQDTW","Mailed check",109.8,"3587.25","Female","0","No","No","34","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"3336-JORSO","Electronic check",110.45,"3655.45","Female","1","No","No","33","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Yes"
"3338-CVVEH","Electronic check",94.55,"1173.55","Male","0","No","No","12","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","No"
"3339-EAQNV","Credit card (automatic)",97.25,"7133.1","Male","1","Yes","No","72","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","No"
"3340-QBBFM","Credit card (automatic)",54.1,"1992.85","Male","1","Yes","No","36","Yes","No","DSL","No","No","Yes","Yes","No","No","One year","No","No"
"3345-JHUEO","Electronic check",20.2,"55.7","Male","0","No","No","4","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","No"
"3345-PBBFH","Bank transfer (automatic)",49.55,"393.45","Male","0","Yes","No","8","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","No"
"3346-BRMIS","Electronic check",48.35,"810.7","Female","1","Yes","No","18","No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Yes"
"3348-CFRNX","Mailed check",92.35,"2602.9","Female","0","Yes","No","28","Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Yes"
"3349-ANQNH","Electronic check",99.5,"5890","Female","1","No","No","59","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","No"
"3351-NGXYI","Electronic check",54.1,"889","Female","1","No","No","16","Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","No"
"3351-NQLDI","Credit card (automatic)",94.35,"6341.45","Female","0","Yes","Yes","67","Yes","Yes","Fiber optic","Yes","No","No","Yes","No","Yes","One year","Yes","Yes"
"3352-ALMCK","Mailed check",102.65,"4108.15","Male","0","No","No","40","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","No"
"3352-RICWQ","Mailed check",19.75,"210.65","Female","0","Yes","Yes","9","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3359-DSRKA","Mailed check",19.85,"1158.85","Female","0","Yes","Yes","58","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","No"
"3363-DTIVD","Electronic check",105.55,"7405.5","Male","0","Yes","Yes","71","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","No","No"
"3363-EWLGO","Mailed check",19.95,"109.6","Female","0","No","No","5","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"3365-SAIGS","Electronic check",83.55,"1329.15","Female","0","No","No","17","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","No"
"3370-GQEAL","Electronic check",85.45,"2509.95","Male","0","Yes","Yes","30","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","No"
"3370-HXOPH","Electronic check",76.1,"257.6","Female","0","No","No","3","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","No"
"3372-CDXFJ","Bank transfer (automatic)",24.5,"343.6","Male","0","Yes","Yes","13","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"3372-KWFBM","Electronic check",86.6,"1281","Male","1","No","No","16","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Yes"
"3373-DIUUN","Mailed check",21.25,"711.9","Male","0","Yes","Yes","30","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","No"
"3373-YZZYM","Mailed check",19.2,"19.2","Male","0","Yes","Yes","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"3374-LXDEV","Electronic check",89.4,"1132.35","Female","0","No","No","13","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Yes"
"3374-PZLXD","Mailed check",19.7,"675.6","Male","0","No","No","34","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
"3374-TTZTK","Electronic check",106.3,"5487","Male","0","Yes","No","52","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","No"
"3376-BMGFE","Bank transfer (automatic)",70.9,"273","Female","0","No","No","4","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Yes"
"3378-AJRAO","Electronic check",24.85,"1013.6","Male","0","Yes","Yes","44","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","No"
"3384-CTMSF","Electronic check",104.1,"5135.15","Male","0","Yes","No","47","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","No"
"3387-PLKUI","Mailed check",18.8,"251.25","Female","0","Yes","Yes","13","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","No"
