pre_date,Brand,SKU10,DemandCustomer,Year,Quarter,Month_No,Week_No,Sales,W_Nielsen
2019-08-29,0,2,1,2019,3,9,35,0.0,0.0
2019-09-05,0,2,1,2019,3,9,36,0.0,0.0
2019-09-12,0,2,1,2019,3,9,37,0.0,0.0
2019-09-19,0,2,1,2019,3,9,38,0.0,0.0
2019-09-26,0,2,1,2019,3,9,39,0.0,0.0
2019-10-03,0,2,1,2019,4,10,40,0.0,0.0
2019-10-10,0,2,1,2019,4,10,41,0.0,0.0
2019-10-17,0,2,1,2019,4,10,42,0.0,0.0
2019-10-24,0,2,1,2019,4,10,43,0.0,0.0
2019-10-31,0,2,1,2019,4,11,44,0.0,0.0
2019-11-07,0,2,1,2019,4,11,45,0.0,0.0
2019-11-14,0,2,1,2019,4,11,46,0.0,0.0
2019-11-21,0,2,1,2019,4,11,47,0.0,0.0
2019-11-28,0,2,1,2019,4,12,48,0.0,0.0
2019-12-05,0,2,1,2019,4,12,49,0.0,0.0
2019-12-12,0,2,1,2019,4,12,50,0.0,0.0
2019-12-19,0,2,1,2019,4,12,51,0.0,0.0
2019-12-26,0,2,1,2019,4,12,52,0.0,0.0
2020-01-02,0,2,1,2020,1,1,1,0.0,0.0
2020-01-09,0,2,1,2020,1,1,2,0.0,0.0
2020-01-16,0,2,1,2020,1,1,3,0.0,0.0
2020-01-23,0,2,1,2020,1,1,4,0.0,0.0
2020-01-30,0,2,1,2020,1,2,5,0.0,0.0
2020-02-06,0,2,1,2020,1,2,6,0.0,0.0
2020-02-13,0,2,1,2020,1,2,7,0.0,0.0
2020-02-20,0,2,1,2020,1,2,8,0.0,0.0
2020-02-27,0,2,1,2020,1,3,9,0.0,0.0
2020-03-05,0,2,1,2020,1,3,10,0.0,0.0
2020-03-12,0,2,1,2020,1,3,11,0.0,0.0
2020-03-19,0,2,1,2020,1,3,12,0.0,0.0
2020-03-26,0,2,1,2020,1,3,13,0.0,0.0
2020-04-02,0,2,1,2020,2,4,14,0.0,0.0
2020-04-09,0,2,1,2020,2,4,15,0.0,0.0
2020-04-16,0,2,1,2020,2,4,16,0.0,0.0
2020-04-23,0,2,1,2020,2,4,17,0.0,0.0
2020-04-30,0,2,1,2020,2,5,18,0.0,0.0
2020-05-07,0,2,1,2020,2,5,19,0.0,0.0
2020-05-14,0,2,1,2020,2,5,20,0.0,0.0
2020-05-21,0,2,1,2020,2,5,21,0.0,0.0
2020-05-28,0,2,1,2020,2,6,22,0.0,0.0
2020-06-04,0,2,1,2020,2,6,23,0.0,0.0
2020-06-11,0,2,1,2020,2,6,24,0.0,0.0
2020-06-18,0,2,1,2020,2,6,25,0.0,0.0
2020-06-25,0,2,1,2020,2,6,26,0.0,0.0
2020-07-02,0,2,1,2020,3,7,27,0.0,0.0
2020-07-09,0,2,1,2020,3,7,28,0.0,0.0
2020-07-16,0,2,1,2020,3,7,29,0.0,0.0
2020-07-23,0,2,1,2020,3,7,30,0.0,0.0
2020-07-30,0,2,1,2020,3,8,31,0.0,0.0
2020-08-06,0,2,1,2020,3,8,32,0.0,0.0
2020-08-13,0,2,1,2020,3,8,33,0.0,0.0
2020-08-20,0,2,1,2020,3,8,34,0.0,0.0
2020-08-27,0,2,1,2020,3,9,35,0.0,0.0
2020-09-03,0,2,1,2020,3,9,36,0.0,0.0
2020-09-10,0,2,1,2020,3,9,37,0.0,0.0
2020-09-17,0,2,1,2020,3,9,38,0.0,0.0
2020-09-24,0,2,1,2020,3,9,39,0.0,0.0
2020-10-01,0,2,1,2020,4,10,40,0.0,0.0
2020-10-08,0,2,1,2020,4,10,41,0.0,0.0
2020-10-15,0,2,1,2020,4,10,42,0.0,0.0
2020-10-22,0,2,1,2020,4,10,43,0.0,0.0
2020-10-29,0,2,1,2020,4,11,44,0.0,0.0
2020-11-05,0,2,1,2020,4,11,45,0.0,0.0
2020-11-12,0,2,1,2020,4,11,46,0.0,0.0
2020-11-19,0,2,1,2020,4,11,47,0.0,0.0
2020-11-26,0,2,1,2020,4,12,48,0.0,0.0
2020-12-03,0,2,1,2020,4,12,49,0.0,0.0
2020-12-10,0,2,1,2020,4,12,50,0.0,0.0
2020-12-17,0,2,1,2020,4,12,51,0.0,0.0
2020-12-24,0,2,1,2020,4,12,52,0.0,0.0
2020-12-31,0,2,1,2020,4,12,53,0.0,0.0
2015-01-01,0,3,1,2015,1,1,1,0.0,0.0
2015-01-08,0,3,1,2015,1,1,2,1.0,0.0
2015-01-15,0,3,1,2015,1,1,3,0.0,0.0
2015-01-22,0,3,1,2015,1,1,4,0.0,0.0
2015-01-29,0,3,1,2015,1,2,5,0.0,0.0
2015-02-05,0,3,1,2015,1,2,6,0.0,0.0
2015-02-12,0,3,1,2015,1,2,7,1.0,0.0
2015-02-19,0,3,1,2015,1,2,8,1.0,0.0
2015-02-26,0,3,1,2015,1,3,9,0.0,0.0
2015-03-05,0,3,1,2015,1,3,10,4.0,0.0
2015-03-12,0,3,1,2015,1,3,11,3.0,0.0
2015-03-19,0,3,1,2015,1,3,12,3.0,0.0
2015-03-26,0,3,1,2015,1,3,13,10.0,0.0
2015-04-02,0,3,1,2015,2,4,14,31.0,0.0
2015-04-09,0,3,1,2015,2,4,15,7.0,0.0
2015-04-16,0,3,1,2015,2,4,16,6.0,0.0
2015-04-23,0,3,1,2015,2,4,17,30.0,0.0
2015-04-30,0,3,1,2015,2,5,18,10.0,0.0
2015-05-07,0,3,1,2015,2,5,19,6.0,0.0
2015-05-14,0,3,1,2015,2,5,20,6.0,0.0
2015-05-21,0,3,1,2015,2,5,21,31.0,0.0
2015-05-28,0,3,1,2015,2,6,22,28.0,0.0
2015-06-04,0,3,1,2015,2,6,23,33.0,0.0
2015-06-11,0,3,1,2015,2,6,24,0.0,0.0
2015-06-18,0,3,1,2015,2,6,25,34.0,0.0
2015-06-25,0,3,1,2015,2,6,26,105.0,0.0
2015-07-02,0,3,1,2015,3,7,27,24.0,0.0
2015-07-09,0,3,1,2015,3,7,28,0.0,0.0
2015-07-16,0,3,1,2015,3,7,29,48.0,0.0
2015-07-23,0,3,1,2015,3,7,30,78.0,0.0
2015-07-30,0,3,1,2015,3,8,31,24.0,0.0
2015-08-06,0,3,1,2015,3,8,32,86.0,0.0
2015-08-13,0,3,1,2015,3,8,33,11.0,0.0
2015-08-20,0,3,1,2015,3,8,34,80.0,0.0
2015-08-27,0,3,1,2015,3,9,35,189.0,0.0
2015-09-03,0,3,1,2015,3,9,36,0.0,0.0
2015-09-10,0,3,1,2015,3,9,37,205.0,0.0
2015-09-17,0,3,1,2015,3,9,38,0.0,0.0
2015-09-24,0,3,1,2015,3,9,39,29.0,0.0
2015-10-01,0,3,1,2015,4,10,40,0.0,0.0
2015-10-08,0,3,1,2015,4,10,41,90.0,0.0
2015-10-15,0,3,1,2015,4,10,42,0.0,0.0
2015-10-22,0,3,1,2015,4,10,43,106.0,0.0
2015-10-29,0,3,1,2015,4,11,44,0.0,0.0
2015-11-05,0,3,1,2015,4,11,45,71.0,0.0
2015-11-12,0,3,1,2015,4,11,46,16.0,0.0
2015-11-19,0,3,1,2015,4,11,47,146.0,0.0
2015-11-26,0,3,1,2015,4,12,48,28.0,0.0
2015-12-03,0,3,1,2015,4,12,49,193.0,0.0
2015-12-10,0,3,1,2015,4,12,50,0.0,0.0
2015-12-17,0,3,1,2015,4,12,51,709.0,0.0
2015-12-24,0,3,1,2015,4,12,52,0.0,0.0
2015-12-31,0,3,1,2015,4,12,53,0.0,0.0
2016-01-07,0,3,1,2016,1,1,1,0.0,0.0
2016-01-14,0,3,1,2016,1,1,2,81.0,0.0
2016-01-21,0,3,1,2016,1,1,3,120.0,0.0
2016-01-28,0,3,1,2016,1,1,4,201.0,0.0
2016-02-04,0,3,1,2016,1,2,5,0.0,0.0
2016-02-11,0,3,1,2016,1,2,6,0.0,0.0
2016-02-18,0,3,1,2016,1,2,7,104.0,0.0
2016-02-25,0,3,1,2016,1,2,8,0.0,0.0
2016-03-03,0,3,1,2016,1,3,9,0.0,0.0
2016-03-10,0,3,1,2016,1,3,10,358.0,0.0
2016-03-17,0,3,1,2016,1,3,11,0.0,0.0
2016-03-24,0,3,1,2016,1,3,12,411.0,0.0
2016-03-31,0,3,1,2016,1,3,13,19.0,0.0
2016-04-07,0,3,1,2016,2,4,14,336.0,0.0
2016-04-14,0,3,1,2016,2,4,15,28.0,0.0
2016-04-21,0,3,1,2016,2,4,16,82.0,0.0
2016-04-28,0,3,1,2016,2,4,17,151.0,0.0
2016-05-05,0,3,1,2016,2,5,18,241.0,0.0
2016-05-12,0,3,1,2016,2,5,19,0.0,0.0
2016-05-19,0,3,1,2016,2,5,20,141.0,0.0
2016-05-26,0,3,1,2016,2,5,21,100.0,0.0
2016-06-02,0,3,1,2016,2,6,22,22.0,0.0
2016-06-09,0,3,1,2016,2,6,23,16.0,0.0
2016-06-16,0,3,1,2016,2,6,24,153.0,0.0
2016-06-23,0,3,1,2016,2,6,25,0.0,0.0
2016-06-30,0,3,1,2016,2,6,26,161.0,0.0
2016-07-07,0,3,1,2016,3,7,27,0.0,0.0
2016-07-14,0,3,1,2016,3,7,28,278.0,0.0
2016-07-21,0,3,1,2016,3,7,29,13.0,0.0
2016-07-28,0,3,1,2016,3,7,30,116.0,0.0
2016-08-04,0,3,1,2016,3,8,31,0.0,0.0
2016-08-11,0,3,1,2016,3,8,32,138.0,0.0
2016-08-18,0,3,1,2016,3,8,33,224.0,0.0
2016-08-25,0,3,1,2016,3,8,34,307.0,0.0
2016-09-01,0,3,1,2016,3,9,35,0.0,0.0
2016-09-08,0,3,1,2016,3,9,36,160.0,0.0
2016-09-15,0,3,1,2016,3,9,37,155.0,0.0
2016-09-22,0,3,1,2016,3,9,38,177.0,0.0
2016-09-29,0,3,1,2016,3,9,39,5.0,0.0
2016-10-06,0,3,1,2016,4,10,40,277.0,0.0
2016-10-13,0,3,1,2016,4,10,41,236.0,0.0
2016-10-20,0,3,1,2016,4,10,42,246.0,0.0
2016-10-27,0,3,1,2016,4,10,43,0.0,0.0
2016-11-03,0,3,1,2016,4,11,44,638.0,0.0
2016-11-10,0,3,1,2016,4,11,45,1.0,0.0
2016-11-17,0,3,1,2016,4,11,46,437.0,0.0
2016-11-24,0,3,1,2016,4,11,47,0.0,0.0
2016-12-01,0,3,1,2016,4,12,48,139.0,0.0
2016-12-08,0,3,1,2016,4,12,49,109.0,0.0
2016-12-15,0,3,1,2016,4,12,50,721.0,0.0
2016-12-22,0,3,1,2016,4,12,51,14.0,0.0
2016-12-29,0,3,1,2016,4,12,52,435.0,0.0
2017-01-05,0,3,1,2017,1,1,1,0.0,0.0
2017-01-12,0,3,1,2017,1,1,2,0.0,0.0
2017-01-19,0,3,1,2017,1,1,3,0.0,0.0
2017-01-26,0,3,1,2017,1,1,4,23.0,0.0
2017-02-02,0,3,1,2017,1,2,5,0.0,0.0
2017-02-09,0,3,1,2017,1,2,6,3.0,0.0
2017-02-16,0,3,1,2017,1,2,7,0.0,0.0
2017-02-23,0,3,1,2017,1,2,8,48.0,0.0
2017-03-02,0,3,1,2017,1,3,9,0.0,0.0
2017-03-09,0,3,1,2017,1,3,10,0.0,0.0
2017-03-16,0,3,1,2017,1,3,11,0.0,0.0
2017-03-23,0,3,1,2017,1,3,12,49.0,0.0
2017-03-30,0,3,1,2017,1,3,13,0.0,0.0
2017-04-06,0,3,1,2017,2,4,14,0.0,0.0
2017-04-13,0,3,1,2017,2,4,15,0.0,0.0
2017-04-20,0,3,1,2017,2,4,16,50.0,0.0
2017-04-27,0,3,1,2017,2,4,17,0.0,0.0
2017-05-04,0,3,1,2017,2,5,18,0.0,0.0
2017-05-11,0,3,1,2017,2,5,19,0.0,0.0
2017-05-18,0,3,1,2017,2,5,20,0.0,0.0
2017-05-25,0,3,1,2017,2,5,21,39.0,0.0
2017-06-01,0,3,1,2017,2,6,22,5.0,0.0
2017-06-08,0,3,1,2017,2,6,23,11.0,0.0
2017-06-15,0,3,1,2017,2,6,24,3.0,0.0
2017-06-22,0,3,1,2017,2,6,25,55.0,0.0
2017-06-29,0,3,1,2017,2,6,26,25.0,0.0
2017-07-06,0,3,1,2017,3,7,27,0.0,0.0
2017-07-13,0,3,1,2017,3,7,28,18.0,0.0
2017-07-20,0,3,1,2017,3,7,29,58.0,0.0
2017-07-27,0,3,1,2017,3,7,30,18.0,0.0
2017-08-03,0,3,1,2017,3,8,31,14.0,0.0
2017-08-10,0,3,1,2017,3,8,32,84.0,0.0
2017-08-17,0,3,1,2017,3,8,33,139.0,0.0
2017-08-24,0,3,1,2017,3,8,34,21.0,0.0
2017-08-31,0,3,1,2017,3,9,35,58.0,0.0
2017-09-07,0,3,1,2017,3,9,36,7.0,0.0
2017-09-14,0,3,1,2017,3,9,37,30.0,0.0
2017-09-21,0,3,1,2017,3,9,38,15.0,0.0
2017-09-28,0,3,1,2017,3,9,39,74.0,0.0
2017-10-05,0,3,1,2017,4,10,40,20.0,0.0
2017-10-12,0,3,1,2017,4,10,41,5.0,0.0
2017-10-19,0,3,1,2017,4,10,42,39.0,0.0
2017-10-26,0,3,1,2017,4,10,43,46.0,0.0
2017-11-02,0,3,1,2017,4,11,44,34.0,0.0
2017-11-09,0,3,1,2017,4,11,45,57.0,0.0
2017-11-16,0,3,1,2017,4,11,46,10.0,0.0
2017-11-23,0,3,1,2017,4,11,47,1.0,0.0
2017-11-30,0,3,1,2017,4,12,48,15.0,0.0
2017-12-07,0,3,1,2017,4,12,49,15.0,0.0
2017-12-14,0,3,1,2017,4,12,50,8.0,0.0
2017-12-21,0,3,1,2017,4,12,51,5.0,0.0
2017-12-28,0,3,1,2017,4,12,52,11.0,0.0
2018-01-04,0,3,1,2018,1,1,1,0.0,0.0
2018-01-11,0,3,1,2018,1,1,2,10.0,0.0
2018-01-18,0,3,1,2018,1,1,3,19.0,0.0
2018-01-25,0,3,1,2018,1,1,4,1.0,0.0
2018-02-01,0,3,1,2018,1,2,5,9.0,0.0
2018-02-08,0,3,1,2018,1,2,6,26.0,0.0
2018-02-15,0,3,1,2018,1,2,7,39.0,0.0
2018-02-22,0,3,1,2018,1,2,8,18.0,0.0
2018-03-01,0,3,1,2018,1,3,9,13.0,0.0
2018-03-08,0,3,1,2018,1,3,10,14.0,0.0
2018-03-15,0,3,1,2018,1,3,11,24.0,0.0
2018-03-22,0,3,1,2018,1,3,12,19.0,0.0
2018-03-29,0,3,1,2018,1,3,13,48.0,0.0
2018-04-05,0,3,1,2018,2,4,14,5.0,0.0
2018-04-12,0,3,1,2018,2,4,15,36.0,0.0
2018-04-19,0,3,1,2018,2,4,16,38.0,0.0
2018-04-26,0,3,1,2018,2,4,17,54.0,0.0
2018-05-03,0,3,1,2018,2,5,18,11.0,0.0
2018-05-10,0,3,1,2018,2,5,19,19.0,0.0
2018-05-17,0,3,1,2018,2,5,20,29.0,0.0
2018-05-24,0,3,1,2018,2,5,21,18.0,0.0
2018-05-31,0,3,1,2018,2,6,22,16.0,0.0
2018-06-07,0,3,1,2018,2,6,23,12.0,0.0
2018-06-14,0,3,1,2018,2,6,24,5.0,0.0
2018-06-21,0,3,1,2018,2,6,25,7.0,0.0
2018-06-28,0,3,1,2018,2,6,26,5.0,0.0
2018-07-05,0,3,1,2018,3,7,27,6.0,0.0
2018-07-12,0,3,1,2018,3,7,28,14.0,0.0
2018-07-19,0,3,1,2018,3,7,29,6.0,0.0
2018-07-26,0,3,1,2018,3,7,30,5.0,0.0
2018-08-02,0,3,1,2018,3,8,31,0.0,0.0
2018-08-09,0,3,1,2018,3,8,32,2.0,0.0
2018-08-16,0,3,1,2018,3,8,33,3.0,0.0
2018-08-23,0,3,1,2018,3,8,34,5.0,0.0
2018-08-30,0,3,1,2018,3,9,35,33.0,0.0
2018-09-06,0,3,1,2018,3,9,36,14.0,0.0
2018-09-13,0,3,1,2018,3,9,37,0.0,0.0
2018-09-20,0,3,1,2018,3,9,38,2.0,0.0
2018-09-27,0,3,1,2018,3,9,39,15.0,0.0
2018-10-04,0,3,1,2018,4,10,40,10.0,0.0
2018-10-11,0,3,1,2018,4,10,41,14.0,0.0
2018-10-18,0,3,1,2018,4,10,42,3.0,0.0
2018-10-25,0,3,1,2018,4,10,43,26.0,0.0
2018-11-01,0,3,1,2018,4,11,44,1.0,0.0
2018-11-08,0,3,1,2018,4,11,45,16.0,0.0
2018-11-15,0,3,1,2018,4,11,46,1.0,0.0
2018-11-22,0,3,1,2018,4,11,47,5.0,0.0
2018-11-29,0,3,1,2018,4,12,48,3.0,0.0
2018-12-06,0,3,1,2018,4,12,49,0.0,0.0
2018-12-13,0,3,1,2018,4,12,50,5.0,0.0
2018-12-20,0,3,1,2018,4,12,51,2.0,0.0
2018-12-27,0,3,1,2018,4,12,52,0.0,0.0
2019-01-03,0,3,1,2019,1,1,1,3.0,0.0
2019-01-10,0,3,1,2019,1,1,2,3.0,0.0
2019-01-17,0,3,1,2019,1,1,3,8.0,0.0
2019-01-24,0,3,1,2019,1,1,4,6.0,0.0
2019-01-31,0,3,1,2019,1,2,5,0.0,0.0
2019-02-07,0,3,1,2019,1,2,6,0.0,0.0
2019-02-14,0,3,1,2019,1,2,7,0.0,0.0
2019-02-21,0,3,1,2019,1,2,8,7.0,0.0
2019-02-28,0,3,1,2019,1,3,9,0.0,0.0
2019-03-07,0,3,1,2019,1,3,10,17.0,0.0
2019-03-14,0,3,1,2019,1,3,11,1.0,0.0
2019-03-21,0,3,1,2019,1,3,12,2.0,0.0
2019-03-28,0,3,1,2019,1,3,13,4.0,0.0
2019-04-04,0,3,1,2019,2,4,14,1.0,0.0
2019-04-11,0,3,1,2019,2,4,15,7.0,0.0
2019-04-18,0,3,1,2019,2,4,16,0.0,0.0
2019-04-25,0,3,1,2019,2,4,17,0.0,0.0
2019-05-02,0,3,1,2019,2,5,18,0.0,0.0
2019-05-09,0,3,1,2019,2,5,19,0.0,0.0
2019-05-16,0,3,1,2019,2,5,20,0.0,0.0
2019-05-23,0,3,1,2019,2,5,21,0.0,0.0
2019-05-30,0,3,1,2019,2,6,22,0.0,0.0
2019-06-06,0,3,1,2019,2,6,23,0.0,0.0
2019-06-13,0,3,1,2019,2,6,24,0.0,0.0
2019-06-20,0,3,1,2019,2,6,25,0.0,0.0
2019-06-27,0,3,1,2019,2,6,26,0.0,0.0
2019-07-04,0,3,1,2019,3,7,27,0.0,0.0
2019-07-11,0,3,1,2019,3,7,28,0.0,0.0
2019-07-18,0,3,1,2019,3,7,29,0.0,0.0
2019-07-25,0,3,1,2019,3,7,30,0.0,0.0
2019-08-01,0,3,1,2019,3,8,31,0.0,0.0
2019-08-08,0,3,1,2019,3,8,32,0.0,0.0
2019-08-15,0,3,1,2019,3,8,33,0.0,0.0
2019-08-22,0,3,1,2019,3,8,34,0.0,0.0
2019-08-29,0,3,1,2019,3,9,35,0.0,0.0
2019-09-05,0,3,1,2019,3,9,36,0.0,0.0
2019-09-12,0,3,1,2019,3,9,37,0.0,0.0
2019-09-19,0,3,1,2019,3,9,38,0.0,0.0
2019-09-26,0,3,1,2019,3,9,39,0.0,0.0
2019-10-03,0,3,1,2019,4,10,40,0.0,0.0
2019-10-10,0,3,1,2019,4,10,41,0.0,0.0
2019-10-17,0,3,1,2019,4,10,42,0.0,0.0
2019-10-24,0,3,1,2019,4,10,43,0.0,0.0
2019-10-31,0,3,1,2019,4,11,44,0.0,0.0
2019-11-07,0,3,1,2019,4,11,45,0.0,0.0
2019-11-14,0,3,1,2019,4,11,46,0.0,0.0
2019-11-21,0,3,1,2019,4,11,47,0.0,0.0
2019-11-28,0,3,1,2019,4,12,48,0.0,0.0
2019-12-05,0,3,1,2019,4,12,49,0.0,0.0
2019-12-12,0,3,1,2019,4,12,50,0.0,0.0
2019-12-19,0,3,1,2019,4,12,51,0.0,0.0
2019-12-26,0,3,1,2019,4,12,52,0.0,0.0
2020-01-02,0,3,1,2020,1,1,1,0.0,0.0
2020-01-09,0,3,1,2020,1,1,2,0.0,0.0
2020-01-16,0,3,1,2020,1,1,3,0.0,0.0
2020-01-23,0,3,1,2020,1,1,4,0.0,0.0
2020-01-30,0,3,1,2020,1,2,5,0.0,0.0
2020-02-06,0,3,1,2020,1,2,6,0.0,0.0
2020-02-13,0,3,1,2020,1,2,7,0.0,0.0
2020-02-20,0,3,1,2020,1,2,8,0.0,0.0
2020-02-27,0,3,1,2020,1,3,9,0.0,0.0
2020-03-05,0,3,1,2020,1,3,10,0.0,0.0
2020-03-12,0,3,1,2020,1,3,11,0.0,0.0
2020-03-19,0,3,1,2020,1,3,12,0.0,0.0
2020-03-26,0,3,1,2020,1,3,13,0.0,0.0
2020-04-02,0,3,1,2020,2,4,14,0.0,0.0
2020-04-09,0,3,1,2020,2,4,15,0.0,0.0
2020-04-16,0,3,1,2020,2,4,16,0.0,0.0
2020-04-23,0,3,1,2020,2,4,17,0.0,0.0
2020-04-30,0,3,1,2020,2,5,18,0.0,0.0
2020-05-07,0,3,1,2020,2,5,19,0.0,0.0
2020-05-14,0,3,1,2020,2,5,20,0.0,0.0
2020-05-21,0,3,1,2020,2,5,21,0.0,0.0
2020-05-28,0,3,1,2020,2,6,22,0.0,0.0
2020-06-04,0,3,1,2020,2,6,23,0.0,0.0
2020-06-11,0,3,1,2020,2,6,24,0.0,0.0
2020-06-18,0,3,1,2020,2,6,25,0.0,0.0
2020-06-25,0,3,1,2020,2,6,26,0.0,0.0
2020-07-02,0,3,1,2020,3,7,27,0.0,0.0
2020-07-09,0,3,1,2020,3,7,28,0.0,0.0
2020-07-16,0,3,1,2020,3,7,29,0.0,0.0
2020-07-23,0,3,1,2020,3,7,30,0.0,0.0
2020-07-30,0,3,1,2020,3,8,31,0.0,0.0
2020-08-06,0,3,1,2020,3,8,32,0.0,0.0
2020-08-13,0,3,1,2020,3,8,33,0.0,0.0
2020-08-20,0,3,1,2020,3,8,34,0.0,0.0
2020-08-27,0,3,1,2020,3,9,35,0.0,0.0
2020-09-03,0,3,1,2020,3,9,36,0.0,0.0
2020-09-10,0,3,1,2020,3,9,37,0.0,0.0
2020-09-17,0,3,1,2020,3,9,38,0.0,0.0
2020-09-24,0,3,1,2020,3,9,39,0.0,0.0
2020-10-01,0,3,1,2020,4,10,40,0.0,0.0
2020-10-08,0,3,1,2020,4,10,41,0.0,0.0
2020-10-15,0,3,1,2020,4,10,42,0.0,0.0
2020-10-22,0,3,1,2020,4,10,43,0.0,0.0
2020-10-29,0,3,1,2020,4,11,44,0.0,0.0
2020-11-05,0,3,1,2020,4,11,45,0.0,0.0
2020-11-12,0,3,1,2020,4,11,46,0.0,0.0
2020-11-19,0,3,1,2020,4,11,47,0.0,0.0
2020-11-26,0,3,1,2020,4,12,48,0.0,0.0
2020-12-03,0,3,1,2020,4,12,49,0.0,0.0
2020-12-10,0,3,1,2020,4,12,50,0.0,0.0
2020-12-17,0,3,1,2020,4,12,51,0.0,0.0
2020-12-24,0,3,1,2020,4,12,52,0.0,0.0
2020-12-31,0,3,1,2020,4,12,53,0.0,0.0
2015-01-01,0,4,1,2015,1,1,1,0.0,0.0
2015-01-08,0,4,1,2015,1,1,2,0.0,0.0
2015-01-15,0,4,1,2015,1,1,3,0.0,0.0
2015-01-22,0,4,1,2015,1,1,4,0.0,0.0
2015-01-29,0,4,1,2015,1,2,5,0.0,0.0
2015-02-05,0,4,1,2015,1,2,6,0.0,0.0
2015-02-12,0,4,1,2015,1,2,7,0.0,0.0
2015-02-19,0,4,1,2015,1,2,8,0.0,0.0
2015-02-26,0,4,1,2015,1,3,9,0.0,0.0
2015-03-05,0,4,1,2015,1,3,10,0.0,0.0
2015-03-12,0,4,1,2015,1,3,11,0.0,0.0
2015-03-19,0,4,1,2015,1,3,12,0.0,0.0
2015-03-26,0,4,1,2015,1,3,13,0.0,0.0
2015-04-02,0,4,1,2015,2,4,14,0.0,0.0
2015-04-09,0,4,1,2015,2,4,15,0.0,0.0
2015-04-16,0,4,1,2015,2,4,16,0.0,0.0
2015-04-23,0,4,1,2015,2,4,17,0.0,0.0
2015-04-30,0,4,1,2015,2,5,18,0.0,0.0
2015-05-07,0,4,1,2015,2,5,19,0.0,0.0
2015-05-14,0,4,1,2015,2,5,20,0.0,0.0
2015-05-21,0,4,1,2015,2,5,21,0.0,0.0
2015-05-28,0,4,1,2015,2,6,22,0.0,0.0
2015-06-04,0,4,1,2015,2,6,23,0.0,0.0
2015-06-11,0,4,1,2015,2,6,24,0.0,0.0
2015-06-18,0,4,1,2015,2,6,25,0.0,0.0
2015-06-25,0,4,1,2015,2,6,26,0.0,0.0
2015-07-02,0,4,1,2015,3,7,27,0.0,0.0
2015-07-09,0,4,1,2015,3,7,28,0.0,0.0
2015-07-16,0,4,1,2015,3,7,29,0.0,0.0
2015-07-23,0,4,1,2015,3,7,30,0.0,0.0
2015-07-30,0,4,1,2015,3,8,31,0.0,0.0
2015-08-06,0,4,1,2015,3,8,32,0.0,0.0
2015-08-13,0,4,1,2015,3,8,33,0.0,0.0
2015-08-20,0,4,1,2015,3,8,34,0.0,0.0
2015-08-27,0,4,1,2015,3,9,35,0.0,0.0
2015-09-03,0,4,1,2015,3,9,36,0.0,0.0
2015-09-10,0,4,1,2015,3,9,37,0.0,0.0
2015-09-17,0,4,1,2015,3,9,38,12.0,0.0
2015-09-24,0,4,1,2015,3,9,39,0.0,0.0
2015-10-01,0,4,1,2015,4,10,40,0.0,0.0
2015-10-08,0,4,1,2015,4,10,41,12.0,0.0
2015-10-15,0,4,1,2015,4,10,42,3.6,0.0
2015-10-22,0,4,1,2015,4,10,43,0.0,0.0
2015-10-29,0,4,1,2015,4,11,44,18.0,0.0
2015-11-05,0,4,1,2015,4,11,45,0.0,0.0
2015-11-12,0,4,1,2015,4,11,46,13.2,0.0
2015-11-19,0,4,1,2015,4,11,47,8.4,0.0
2015-11-26,0,4,1,2015,4,12,48,36.0,0.0
2015-12-03,0,4,1,2015,4,12,49,0.0,0.0
2015-12-10,0,4,1,2015,4,12,50,26.4,0.0
2015-12-17,0,4,1,2015,4,12,51,20.4,0.0
2015-12-24,0,4,1,2015,4,12,52,51.6,0.0
2015-12-31,0,4,1,2015,4,12,53,0.0,0.0
2016-01-07,0,4,1,2016,1,1,1,0.0,0.0
2016-01-14,0,4,1,2016,1,1,2,63.6,0.0
2016-01-21,0,4,1,2016,1,1,3,159.6,0.0
2016-01-28,0,4,1,2016,1,1,4,30.0,0.0
2016-02-04,0,4,1,2016,1,2,5,92.4,0.0
2016-02-11,0,4,1,2016,1,2,6,92.4,0.0
2016-02-18,0,4,1,2016,1,2,7,130.8,0.0
2016-02-25,0,4,1,2016,1,2,8,0.0,0.0
2016-03-03,0,4,1,2016,1,3,9,126.0,0.0
2016-03-10,0,4,1,2016,1,3,10,260.4,0.0
2016-03-17,0,4,1,2016,1,3,11,132.0,0.0
2016-03-24,0,4,1,2016,1,3,12,64.8,0.0
2016-03-31,0,4,1,2016,1,3,13,512.4,0.0
2016-04-07,0,4,1,2016,2,4,14,0.0,0.0
2016-04-14,0,4,1,2016,2,4,15,313.2,0.0
2016-04-21,0,4,1,2016,2,4,16,368.4,0.0
2016-04-28,0,4,1,2016,2,4,17,81.6,0.0
2016-05-05,0,4,1,2016,2,5,18,0.0,0.0
2016-05-12,0,4,1,2016,2,5,19,90.0,0.0
2016-05-19,0,4,1,2016,2,5,20,129.6,0.0
2016-05-26,0,4,1,2016,2,5,21,253.2,0.0
2016-06-02,0,4,1,2016,2,6,22,33.6,0.0
2016-06-09,0,4,1,2016,2,6,23,28.8,0.0
2016-06-16,0,4,1,2016,2,6,24,156.0,0.0
2016-06-23,0,4,1,2016,2,6,25,478.8,0.0
2016-06-30,0,4,1,2016,2,6,26,0.0,0.0
